timestamp,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,ground_truth
0 days 00:00:48.656033333,0.32327979803085327,0.5307759046554565,-0.15189722180366516,0.9999268054962158,0.24211373925209045,0.5390361547470093,-0.15056918561458588,0.9990853071212769,0.33375346660614014,0.6356029510498047,-0.09434831887483597,0.9880900382995605,0.21625252068042755,0.6410534977912903,-0.10756400972604752,0.8718767762184143,0.3363024890422821,0.7286389470100403,-0.1688670814037323,0.9618195295333862,0.18172864615917206,0.7222563028335571,-0.18273966014385223,0.8157361745834351,0.33808889985084534,0.7635955214500427,-0.1893727034330368,0.9224646091461182,0.16884863376617432,0.7493172287940979,-0.2015707790851593,0.7834304571151733,0.33440858125686646,0.7630921006202698,-0.21720728278160095,0.9295080304145813,0.17030373215675354,0.7528637647628784,-0.23637154698371887,0.7934837341308594,0.33235234022140503,0.7550310492515564,-0.18118084967136383,0.9257610440254211,0.1762959063053131,0.744401216506958,-0.19830383360385895,0.7976958155632019,idle
0 days 00:00:48.704000,0.32298222184181213,0.530745804309845,-0.14627043902873993,0.9999269247055054,0.24205350875854492,0.5387083888053894,-0.13829277455806732,0.9991670250892639,0.3324289917945862,0.6353536248207092,-0.09434841573238373,0.9876835346221924,0.21618056297302246,0.6413260698318481,-0.09610585123300552,0.8839076161384583,0.3360956311225891,0.728083610534668,-0.17532645165920258,0.9638062119483948,0.1830071359872818,0.7226547002792358,-0.17380556464195251,0.832542896270752,0.33884912729263306,0.7612987160682678,-0.1980314701795578,0.9262006878852844,0.16961431503295898,0.7495481967926025,-0.19299910962581635,0.8015351295471191,0.33501380681991577,0.761995255947113,-0.2258061170578003,0.932915449142456,0.17133323848247528,0.7536098957061768,-0.2274646759033203,0.8110133409500122,0.33288997411727905,0.7529142498970032,-0.18773199617862701,0.9291221499443054,0.17794808745384216,0.7458221316337585,-0.18929769098758698,0.8147993683815002,idle
0 days 00:00:48.736000,0.3227404057979584,0.5309039354324341,-0.14573821425437927,0.9999225735664368,0.24196621775627136,0.538462221622467,-0.1382107436656952,0.9992392659187317,0.33292481303215027,0.6356070637702942,-0.09614591300487518,0.9871065616607666,0.21667417883872986,0.6416183710098267,-0.09667610377073288,0.8946695327758789,0.33742934465408325,0.7281574606895447,-0.1780504733324051,0.9646823406219482,0.18579567968845367,0.7244463562965393,-0.174170583486557,0.8472188711166382,0.3400264382362366,0.7612968683242798,-0.20129919052124023,0.9277899265289307,0.1729591190814972,0.7528948187828064,-0.19363337755203247,0.8168378472328186,0.33617061376571655,0.761967658996582,-0.22953705489635468,0.9344004988670349,0.17623120546340942,0.7564225792884827,-0.22785718739032745,0.8259100914001465,0.3339407444000244,0.7526121139526367,-0.19086314737796783,0.9305634498596191,0.18262791633605957,0.7494054436683655,-0.18952026963233948,0.8293248414993286,idle
0 days 00:00:48.768033333,0.32283157110214233,0.5311288833618164,-0.12991613149642944,0.9999173283576965,0.24165120720863342,0.5383104681968689,-0.13178065419197083,0.9993013739585876,0.3328810930252075,0.6371471285820007,-0.076407290995121,0.9864819049835205,0.21749451756477356,0.6426375508308411,-0.0925087034702301,0.9041008353233337,0.3384801149368286,0.7287242412567139,-0.15918108820915222,0.9655959010124207,0.18860693275928497,0.7297263145446777,-0.164928138256073,0.8592671751976013,0.34110262989997864,0.7614601850509644,-0.18310675024986267,0.9294585585594177,0.17624083161354065,0.7590488195419312,-0.1838771402835846,0.828468918800354,0.3371945321559906,0.7621176242828369,-0.2120063751935959,0.9360864758491516,0.17853179574012756,0.7610835433006287,-0.21977552771568298,0.8374484181404114,0.3349069654941559,0.7530266046524048,-0.17249594628810883,0.9321297407150269,0.18489089608192444,0.7541553974151611,-0.18116843700408936,0.840643048286438,idle
0 days 00:00:48.800066667,0.322861909866333,0.5314429998397827,-0.12991496920585632,0.9999054074287415,0.24108031392097473,0.5377762913703918,-0.13242366909980774,0.9993550777435303,0.3324230909347534,0.6397013068199158,-0.07369466125965118,0.9858670830726624,0.21835748851299286,0.643918514251709,-0.09098649770021439,0.9123943448066711,0.33908265829086304,0.7306469678878784,-0.15531611442565918,0.9662147760391235,0.1892748773097992,0.7371121644973755,-0.16444435715675354,0.8694795370101929,0.3417196273803711,0.7628172039985657,-0.17896117269992828,0.9305463433265686,0.1770094335079193,0.7687639594078064,-0.1842571347951889,0.8376244306564331,0.3372589945793152,0.7637670040130615,-0.20828647911548615,0.9372807145118713,0.1813286989927292,0.7692174911499023,-0.2191402018070221,0.8466943502426147,0.3353603482246399,0.7551271319389343,-0.1686982810497284,0.933263897895813,0.18647435307502747,0.7622588872909546,-0.1799730658531189,0.8497321605682373,idle
0 days 00:00:48.832033333,0.32285481691360474,0.5322461724281311,-0.1330307275056839,0.9998859167098999,0.2397739589214325,0.5375857353210449,-0.14339731633663177,0.9994029402732849,0.3328392505645752,0.6417145133018494,-0.07517179846763611,0.9843109846115112,0.2192470282316208,0.6481544971466064,-0.09860147535800934,0.9197372794151306,0.33953410387039185,0.7320922613143921,-0.15591385960578918,0.9650556445121765,0.19574418663978577,0.7477571368217468,-0.16993293166160583,0.8783378601074219,0.34280484914779663,0.7638857364654541,-0.17912708222866058,0.9287444949150085,0.185023695230484,0.7772506475448608,-0.18930861353874207,0.8454167246818542,0.3402121365070343,0.7650644779205322,-0.20845501124858856,0.9358887672424316,0.18895241618156433,0.7777449488639832,-0.22356300055980682,0.8546339273452759,0.33714812994003296,0.7560523748397827,-0.16921621561050415,0.9318410754203796,0.1931285560131073,0.771311342716217,-0.18472586572170258,0.8575043678283691,idle
0 days 00:00:48.864033333,0.32293856143951416,0.532772421836853,-0.13308945298194885,0.9998530745506287,0.2391645610332489,0.5373961925506592,-0.14487412571907043,0.9994361996650696,0.33246222138404846,0.6430936455726624,-0.07268857210874557,0.9825842380523682,0.2196161448955536,0.6507951617240906,-0.09968096017837524,0.925773024559021,0.3398100733757019,0.7332765460014343,-0.1511152684688568,0.9627432227134705,0.20600979030132294,0.7535126805305481,-0.16949748992919922,0.883124828338623,0.34345200657844543,0.7648056745529175,-0.1735735833644867,0.9252556562423706,0.1991121917963028,0.7821950316429138,-0.1888403743505478,0.8471992015838623,0.34195783734321594,0.7657421827316284,-0.20292189717292786,0.9329016804695129,0.20334339141845703,0.7833877801895142,-0.22214460372924805,0.8569838404655457,0.33856841921806335,0.75672847032547,-0.1642192304134369,0.9286614656448364,0.20724137127399445,0.7754811644554138,-0.18373651802539825,0.8596948981285095,idle
0 days 00:00:48.896133333,0.3231185972690582,0.5336562395095825,-0.13268917798995972,0.999846875667572,0.23938056826591492,0.5372934341430664,-0.14596042037010193,0.9994754791259766,0.3326690196990967,0.6433607935905457,-0.06766467541456223,0.9819242358207703,0.22215822339057922,0.6527489423751831,-0.10282675921916962,0.9316069483757019,0.3398840129375458,0.7330830097198486,-0.14839830994606018,0.9628044366836548,0.21314600110054016,0.7584294676780701,-0.17594526708126068,0.8894255757331848,0.34461870789527893,0.7650113701820374,-0.17191024124622345,0.9255034327507019,0.20797422528266907,0.7874463200569153,-0.19735589623451233,0.8521100282669067,0.3434324264526367,0.7658829689025879,-0.20157381892204285,0.9333152770996094,0.21292264759540558,0.7897220849990845,-0.2300862967967987,0.8620604872703552,0.34001624584198,0.756883978843689,-0.16171790659427643,0.9290148615837097,0.21610400080680847,0.7810706496238708,-0.18991386890411377,0.8643698692321777,idle
0 days 00:00:48.928033333,0.32330945134162903,0.5343535542488098,-0.13168932497501373,0.999842643737793,0.23980967700481415,0.5363620519638062,-0.14722739160060883,0.9995114803314209,0.3330188989639282,0.6442174911499023,-0.06596291810274124,0.9818443655967712,0.22553686797618866,0.6549616456031799,-0.1094420999288559,0.9369315505027771,0.3399594724178314,0.7333745360374451,-0.14619049429893494,0.9639071822166443,0.22100624442100525,0.7623270750045776,-0.18592406809329987,0.895560622215271,0.3454880714416504,0.7657952308654785,-0.1703803390264511,0.9278380274772644,0.21626600623130798,0.7930659055709839,-0.20913879573345184,0.8578701615333557,0.34428197145462036,0.7662157416343689,-0.19986335933208466,0.9355899095535278,0.22292885184288025,0.7934919595718384,-0.240793377161026,0.8678562641143799,0.3410089612007141,0.7572266459465027,-0.15935207903385162,0.9312818646430969,0.22590649127960205,0.7836020588874817,-0.19939684867858887,0.8695682883262634,idle
0 days 00:00:48.960033333,0.32344672083854675,0.536124050617218,-0.13540899753570557,0.9998401403427124,0.24008436501026154,0.5361495614051819,-0.15515932440757751,0.9995372295379639,0.3332615792751312,0.6467562317848206,-0.06899919360876083,0.9824800491333008,0.2306874543428421,0.6559839248657227,-0.11976762115955353,0.9415703415870667,0.34020230174064636,0.7369946241378784,-0.14686062932014465,0.9661856889724731,0.23131012916564941,0.7648407220840454,-0.19705432653427124,0.9011616706848145,0.3466111719608307,0.7692973613739014,-0.1715204417705536,0.932120144367218,0.22874458134174347,0.7961523532867432,-0.22098341584205627,0.8631834387779236,0.34507685899734497,0.7698366641998291,-0.2014090120792389,0.9394532442092896,0.23513619601726532,0.7965795993804932,-0.2516857385635376,0.8730151653289795,0.34179386496543884,0.7614947557449341,-0.16020183265209198,0.9352477192878723,0.23774543404579163,0.7864062786102295,-0.21000924706459045,0.8743010759353638,idle
