,to_delta,to_drop,pca,augmented,run,score,f1_macro,precision_macro,recall_macro,accuracy,epoch
120,coords_features,features,True,False,0,84.46808510638297,0.7566928414115599,0.7880098390753228,0.7368846846292231,0.8503913076513943,10.0
121,coords_features,features,True,False,0,90.0,0.7597475239307058,0.811859503666592,0.7262509552401611,0.8537345186535977,20.0
122,coords_features,features,True,False,0,84.57446808510639,0.7501947666916234,0.8216238677840697,0.708113605179566,0.8504672897196262,30.0
123,coords_features,features,True,False,0,78.08510638297865,0.7497961334501206,0.779911036754248,0.7338087444078009,0.8398298001671606,40.0
124,coords_features,features,True,False,0,80.63829787234037,0.751939120682422,0.8201343689808235,0.7148686256672536,0.8491755945596839,50.0
125,coords_features,features,True,False,0,88.51063829787233,0.7527817962859671,0.8219284673239844,0.7113016684210309,0.8484917559455969,60.0
126,coords_features,features,True,False,0,86.80851063829786,0.7634622444256952,0.8183227566681331,0.7269912236545178,0.8556340703593952,70.0
127,coords_features,features,True,False,0,83.51063829787233,0.75578482462018,0.8255227988407228,0.7121582586510322,0.8519109490160323,80.0
128,coords_features,features,True,False,0,87.8723404255319,0.7530483534903059,0.7847018855160618,0.7321231900809264,0.8445406883975382,90.0
129,coords_features,features,True,False,0,82.55319148936168,0.753356346413264,0.7909244193461203,0.7313083286910282,0.8444647063293063,100.0
130,coords_features,features,True,False,1,84.99999999999999,0.7466038004438798,0.8476978161900124,0.6858953464887088,0.8489476483549883,10.0
131,coords_features,features,True,False,1,84.36170212765958,0.7541415347077901,0.8213429436085014,0.7167127257053252,0.8456044373527848,20.0
132,coords_features,features,True,False,1,89.57446808510636,0.7496792541582774,0.7961030468879069,0.7182800018868731,0.84461667046577,30.0
133,coords_features,features,True,False,1,84.57446808510635,0.7501566812455258,0.7871251070712822,0.7256387766683647,0.8437808677152192,40.0
134,coords_features,features,True,False,1,87.44680851063826,0.7527960299433365,0.8087031837977583,0.7150066164443165,0.8508472000607856,50.0
135,coords_features,features,True,False,1,90.4255319148936,0.7525962638252834,0.808898280147874,0.7150190703733922,0.848339791809133,60.0
136,coords_features,features,True,False,1,87.76595744680851,0.7582863496751795,0.8059418024059533,0.7264303605773192,0.8511511283337132,70.0
137,coords_features,features,True,False,1,84.14893617021275,0.7501375656869552,0.7923706383230136,0.7225559681772169,0.8441607780563787,80.0
138,coords_features,features,True,False,1,89.25531914893614,0.7498502660572227,0.7879228303899175,0.7232171830522737,0.8430970291011322,90.0
139,coords_features,features,True,False,1,81.70212765957444,0.7519703172727573,0.816106268248384,0.7135066028771084,0.848339791809133,100.0
140,coords_features,features,True,False,2,85.21276595744682,0.759716602868004,0.8048715456333646,0.7336848276081838,0.8518349669478004,10.0
141,coords_features,features,True,False,2,87.12765957446808,0.7679536514000233,0.8130601608762067,0.7379829731890665,0.8563938910417142,20.0
142,coords_features,features,True,False,2,87.76595744680851,0.7582576555805467,0.8113638710043797,0.7272963258013436,0.8488716662867564,30.0
143,coords_features,features,True,False,2,83.40425531914893,0.7511103654602241,0.8037864738838802,0.7198219353284337,0.8478079173315097,40.0
144,coords_features,features,True,False,2,80.10638297872335,0.7539436988936445,0.8113158985893916,0.7215783992985205,0.8443127421928425,50.0
145,coords_features,features,True,False,2,92.12765957446808,0.7574755412838086,0.8073454922699004,0.7213368684775802,0.8506192538560899,60.0
146,coords_features,features,True,False,2,85.10638297872336,0.7469654363950897,0.7751466806736065,0.7294117273283194,0.8421092622141174,70.0
147,coords_features,features,True,False,2,82.34042553191486,0.7461944038121903,0.8088480109276124,0.7113707161398107,0.8459843476939443,80.0
148,coords_features,features,True,False,2,87.87234042553195,0.7520855606695901,0.7986175517082393,0.7208544398562736,0.8449965808069295,90.0
149,coords_features,features,True,False,2,90.74468085106383,0.7570368050238323,0.7886982315984428,0.7341220980097425,0.8475039890585822,100.0
150,coords_features,features,True,True,1,87.87234042553189,0.7609053290842691,0.8256623289485167,0.7226054279165547,0.8548742496770763,10.0
151,coords_features,features,True,True,1,83.82978723404257,0.7589926459216209,0.7877198799593768,0.7419424144665533,0.8478838993997416,20.0
152,coords_features,features,True,True,1,89.04255319148933,0.7648827868035656,0.8141746662365429,0.7300149538228801,0.8554821062229314,30.0
153,coords_features,features,True,True,1,99.46808510638296,0.7470000010647773,0.7841664851280126,0.7223803737279619,0.8465162221715675,40.0
154,coords_features,features,True,True,1,90.3191489361702,0.7634766687657335,0.824228335494565,0.7232726744497704,0.8561659448370185,50.0
155,coords_features,features,True,True,1,88.72340425531912,0.7621818190085579,0.8096871332753968,0.728278940090229,0.8524428234936555,60.0
156,coords_features,features,True,True,1,97.7659574468085,0.7625708679907641,0.8240422642814643,0.7187157311502735,0.8552541600182357,70.0
157,coords_features,features,True,True,1,94.89361702127658,0.7657143556914057,0.8214807039766251,0.7274982837645553,0.857989514474584,80.0
158,coords_features,features,True,True,1,92.34042553191487,0.7529581873044473,0.8163814789525641,0.7116941665775929,0.8482638097409011,90.0
159,coords_features,features,True,True,1,96.38297872340426,0.7604664078058868,0.82732755946502,0.7142116587204042,0.853506572448902,100.0
160,coords_features,features,True,True,2,97.87234042553192,0.7647090140467201,0.8139202308548635,0.7302255399197668,0.855786034495859,10.0
161,coords_features,features,True,True,2,85.95744680851061,0.7629020554583164,0.8293004599090943,0.7189801780092875,0.8576096041334245,20.0
162,coords_features,features,True,True,2,90.2127659574468,0.7514348150962165,0.8000002102831762,0.717212672209022,0.8472760428538865,30.0
163,coords_features,features,True,True,2,93.82978723404256,0.7562470201733088,0.8120916355832842,0.7178415687699381,0.8509991641972494,40.0
164,coords_features,features,True,True,2,89.68085106382978,0.7609714573118056,0.8113388091528001,0.7241947235023323,0.854266393131221,50.0
165,coords_features,features,True,True,2,94.25531914893617,0.7539264179294743,0.805584324424284,0.7194972340127892,0.8493275586961477,60.0
166,coords_features,features,True,True,2,90.1063829787234,0.7493659793496887,0.8020879803897496,0.7146303088076028,0.8471240787174227,70.0
167,coords_features,features,True,True,2,90.8510638297872,0.7506792382060442,0.7998987198844387,0.7155725663313306,0.8476559531950459,80.0
168,coords_features,features,True,True,2,83.4042553191489,0.7479505470830324,0.79710406757007,0.7194586572523409,0.8445406883975382,90.0
169,coords_features,features,True,True,2,87.87234042553189,0.7424194745855413,0.783894435801254,0.7145103219772336,0.8410455132588709,100.0
170,coords_features,features,True,True,4,93.08510638297872,0.757876654496832,0.8090291779023453,0.7237086733525856,0.8547222855406125,10.0
171,coords_features,features,True,True,4,93.19148936170212,0.7552142907405843,0.8207892132142699,0.7139023842012622,0.8541904110629891,20.0
172,coords_features,features,True,True,4,90.85106382978722,0.7495327650830182,0.8136074857682832,0.7069517221002423,0.8490236304232202,30.0
173,coords_features,features,True,True,4,83.93617021276593,0.7659491989252842,0.83340296191061,0.7259872676534307,0.8562419269052504,40.0
174,coords_features,features,True,True,4,89.46808510638294,0.7450360053889131,0.8203841705181294,0.6975484362948261,0.8489476483549883,50.0
175,coords_features,features,True,True,4,86.80851063829786,0.7541765871809221,0.814143165358324,0.7153599708700588,0.8502393435149305,60.0
176,coords_features,features,True,True,4,91.59574468085108,0.7523089340348974,0.7998254439133248,0.7202401565896153,0.8466681863080313,70.0
177,coords_features,features,True,True,4,92.5531914893617,0.7604192817578126,0.7896628800785654,0.7389471716145296,0.8504672897196262,80.0
178,coords_features,features,True,True,4,87.23404255319149,0.7518379347004054,0.8049910034740811,0.7164078607894335,0.8484157738773649,90.0
179,coords_features,features,True,True,4,84.99999999999999,0.7573853627871361,0.8220660164094187,0.7160713586360167,0.8528987159030469,100.0
180,coords_features,features,True,True,3,98.72340425531917,0.769381093755158,0.8323276074846744,0.7251447532186891,0.8606488868627004,10.0
181,coords_features,features,True,True,3,94.36170212765958,0.7652928117332107,0.82496223505062,0.7240341850422687,0.860192994453309,20.0
182,coords_features,features,True,True,3,86.80851063829786,0.7608370051780291,0.7953860941397175,0.7404865863993851,0.8516070207431047,30.0
183,coords_features,features,True,True,3,88.72340425531912,0.739273693718835,0.8064592241874446,0.7006787252667246,0.8453764911480891,40.0
184,coords_features,features,True,True,3,91.80851063829785,0.7621151301986866,0.8101061513580937,0.7261608654843624,0.8541144289947572,50.0
185,coords_features,features,True,True,3,91.48936170212764,0.7585745290156267,0.8070977127453345,0.7262811626902679,0.8516070207431047,60.0
186,coords_features,features,True,True,3,91.06382978723404,0.7605304436875295,0.8111501371517003,0.7246624179984721,0.8524428234936555,70.0
187,coords_features,features,True,True,3,82.12765957446805,0.7464551037700562,0.8011936759365652,0.7077449627378803,0.8411214953271028,80.0
188,coords_features,features,True,True,3,95.0,0.756671061097709,0.7917562673598892,0.7286915475969554,0.8499354152420029,90.0
189,coords_features,features,True,True,3,93.08510638297872,0.7555777410338648,0.8033603971720974,0.7235274695720445,0.8511511283337132,100.0
190,coords_features,features,True,False,3,72.3404255319148,0.7499520054591354,0.8013875930942798,0.7256664634979576,0.8362586429602614,10.0
191,coords_features,features,True,False,3,82.23404255319149,0.7577290526955067,0.8047220340312602,0.7278789711580698,0.8478079173315097,20.0
192,coords_features,features,True,False,3,84.46808510638296,0.7502298311990381,0.7914469820059136,0.7241427420243739,0.8418053339411898,30.0
193,coords_features,features,True,False,3,84.25531914893615,0.7493961691954638,0.7988192908905498,0.7207200829097934,0.842489172555277,40.0
194,coords_features,features,True,False,3,80.21276595744675,0.749777093767622,0.7921817903310633,0.7232856897408793,0.841653369804726,50.0
195,coords_features,features,True,False,3,75.63829787234036,0.7428795153570813,0.7984066350776851,0.7181907991440958,0.8361826608920295,60.0
196,coords_features,features,True,False,3,83.29787234042551,0.7615678979064822,0.8204549104828713,0.7226606954636039,0.8544183572676848,70.0
197,coords_features,features,True,False,3,83.19148936170211,0.7459789412504176,0.8080563763417228,0.7066702599211523,0.8452245270116252,80.0
198,coords_features,features,True,False,3,80.7446808510638,0.752778416242305,0.7901856175543998,0.7316738019562322,0.8429450649646684,90.0
199,coords_features,features,True,False,3,87.8723404255319,0.7558110643219698,0.8146326061606992,0.7175042796942395,0.8531266621077426,100.0
200,coords_features,features,True,False,4,76.27659574468078,0.7532866216201611,0.7967649584698211,0.7330271107944423,0.8403616746447838,10.0
201,coords_features,features,True,False,4,79.89361702127653,0.7570990865707428,0.8284229264096042,0.7170755633547458,0.849859433173771,20.0
202,coords_features,features,True,False,4,75.85106382978717,0.754035302815359,0.8066390338674817,0.7252008969626784,0.8477319352632778,30.0
203,coords_features,features,True,False,4,78.82978723404248,0.7495169355572451,0.800303195329738,0.7214324814918044,0.8415773877364942,40.0
204,coords_features,features,True,False,4,79.99999999999996,0.7513112956903039,0.8005301167597564,0.7257383211794411,0.8405136387812476,50.0
205,coords_features,features,True,False,4,83.19148936170212,0.7429684053146854,0.7885840581038512,0.7143322036018094,0.8390699794848416,60.0
206,coords_features,features,True,False,4,80.8510638297872,0.7487683654753998,0.7925440899920052,0.7230983564470598,0.8397538180989287,70.0
207,coords_features,features,True,False,4,72.2340425531914,0.743026022979508,0.7866295004959889,0.7230692801928743,0.8354988222779424,80.0
208,coords_features,features,True,False,4,76.91489361702122,0.7407481350333973,0.7787618419926234,0.7168090901460934,0.8377782843248993,90.0
209,coords_features,features,True,False,4,77.34042553191483,0.7499768997671841,0.7954862733897856,0.7237492391847292,0.8418813160094217,100.0
210,coords_features,features,False,True,0,80.53191489361697,0.620728227164447,0.6841610269344163,0.5894430737148987,0.7702302256667426,10.0
211,coords_features,features,False,True,0,74.99999999999993,0.6657266131556328,0.7587972088085959,0.6142176000038396,0.7992553757313274,20.0
212,coords_features,features,False,True,0,83.72340425531911,0.6730001307285987,0.7518413450655665,0.6345214200757944,0.8014588557100524,30.0
213,coords_features,features,False,True,0,80.53191489361697,0.6776466914661472,0.7938514526133129,0.6190069770201574,0.8089050983967784,40.0
214,coords_features,features,False,True,0,82.87234042553189,0.6874483157626041,0.8034471760112417,0.6257083254048805,0.8137679507636197,50.0
215,coords_features,features,False,True,0,88.61702127659572,0.7085424112392216,0.8068934294871277,0.6498832774613954,0.8237216017019984,60.0
216,coords_features,features,False,True,0,88.61702127659572,0.7082536379583229,0.7602425022606051,0.672829181530997,0.8194666058810121,70.0
217,coords_features,features,False,True,0,85.10638297872336,0.7049455948300996,0.7956768913352397,0.6505314403644363,0.8238735658384622,80.0
218,coords_features,features,False,True,0,92.76595744680851,0.7173306408418204,0.7919196126489977,0.6700178748176515,0.8290403464782311,90.0
219,coords_features,features,False,True,0,83.08510638297872,0.7160735113038539,0.7934092490582044,0.6721215043070083,0.8255451713395638,100.0
